mentionType,mentions,man,bran,idx,x,y,surfaceBadge,surfaceName,surfaceLetter,Manufacturer,Brand,pstatus,matches,numMentions,thickness,color,gloss,texture,mean_thickness,mean_color,mean_gloss,mean_texture,mean_q_thickness,mean_q_color,mean_q_gloss,mean_q_texture,mean_q_gloss_inverted,expressiveness
ansco jet V,"[{'words': 'Salon quality comes easier...For low key studies—or any picture material that shows to best advantage in prints having jet-black shadows, good middle tones, and sparkling highlight detail...comes in four contrast grades to match any printable negative, and the clear-cut separation between grades makes the proper selection easier. High printing speed, and generous exposure-development latitude, help make JET an exceptionally easy paper to use. Velvet texture.', 'citation': 'Popular Photography, January 1955, page 2', 'imgurl': 'scans/Photography_Jan55_002.jpg'}]",ansco,jet V,0,0,0,1,Ansco V,V,Ansco,Jet,pmeasured,"['5495q', '4884r', '4']",1,"[{'pm': '4', 'year': 1964, 'colorword': 'White', 'glossword': 'Semi Matte', 'textureword': 'Smooth', 'weightword': '', 'val': 0.2877083333333333, 'valqp': 77.26824457593689, 'valqs': 68.09651474530831}]",,"[{'pm': '4', 'year': 1964, 'colorword': 'White', 'glossword': 'Semi Matte', 'textureword': 'Smooth', 'weightword': '', 'val': 17.975000000000005, 'valqp': 68.64153201675643, 'valqs': 71.24183006535948}]","[{'pm': '4', 'year': 1964, 'colorword': 'White', 'glossword': 'Semi Matte', 'textureword': 'Smooth', 'weightword': '', 'val': 3.4469894200573354, 'valqp': 90.40278468423669, 'valqs': 96.61538461538461}]",0.2877083333333333,,17.975000000000005,3.4469894200573354,77.26824457593689,,68.64153201675643,90.40278468423669,31.35846798324357,66.34316574780571
dupont varigam A,"[{'words': 'A, white stock tint, semi-matte sheen, single weight', 'citation': 'Popular Photography, November 1951, page 162', 'imgurl': 'scans/image00162.jpg'}]",dupont,varigam A,1,1,0,1,Dupont A,A,Dupont,Varigam,pmeasured,['2921'],1,"[{'pm': '2921', 'year': 1958, 'colorword': 'White', 'glossword': 'Semi Matte', 'textureword': '', 'weightword': 'Single Weight', 'val': 0.17377777777777775, 'valqp': 30.76923076923077, 'valqs': 34.316353887399465}]",,,"[{'pm': '2921', 'year': 1958, 'colorword': 'White', 'glossword': 'Semi Matte', 'textureword': '', 'weightword': 'Single Weight', 'val': -0.710247441107533, 'valqp': 67.77722526106415, 'valqs': 84.61538461538461}]",0.17377777777777775,,,-0.710247441107533,30.76923076923077,,,67.77722526106415,,49.27322801514746
dupont varigam T,"[{'words': 'T, white stock tint, glossy sheen, double weight', 'citation': 'Popular Photography, November 1951, page 162', 'imgurl': 'scans/image00162.jpg'}]",dupont,varigam T,2,2,0,1,Dupont T,T,Dupont,Varigam,pmeasured,['2183'],1,"[{'pm': '2183', 'year': 1956, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': '', 'weightword': 'Double Weight', 'val': 0.3318888888888889, 'valqp': 87.8698224852071, 'valqs': 75.33512064343164}]",,,"[{'pm': '2183', 'year': 1956, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': '', 'weightword': 'Double Weight', 'val': -1.4573971393331164, 'valqp': 57.981103928393836, 'valqs': 73.23076923076923}]",0.3318888888888889,,,-1.4573971393331164,87.8698224852071,,,57.981103928393836,,72.92546320680046
kodak athena B,"[{'words': 'Top tonal quality and rich warm tones give this paper a niche of its own. Professionals prize it for fine portrait work and other prints of top calibre. Amateurs who make reasonably large negatives should test its potentialities. For extra warmth, after-tone Athena in Kodak Selenium Toner. Cream white stock tint, smooth texture, lustre sheen.', 'citation': 'Popular Photography, June 1951, page 99', 'imgurl': 'scans/image00099.jpg'}]",kodak,athena B,3,3,0,1,Kodak B,B,Kodak,Athena,pmeasured,"['2372e', '1024a', '47b', '902c', '1697ii', '5205nn', '227']",1,"[{'pm': '227', 'year': 1961, 'colorword': 'White', 'glossword': 'Semi-Matt', 'textureword': '', 'weightword': 'Double Weight', 'val': 0.26016666666666666, 'valqp': 64.5956607495069, 'valqs': 67.02412868632707}]","[{'pm': '227', 'year': 1961, 'colorword': 'White', 'glossword': 'Semi-Matt', 'textureword': '', 'weightword': 'Double Weight', 'val': 9.02, 'valqp': 67.87878787878788, 'valqs': 79.36507936507937}]","[{'pm': '1024a', 'year': 1950, 'colorword': 'White', 'glossword': 'Semi-Matt', 'textureword': '', 'weightword': 'Double Weight', 'val': 6.946250915527344, 'valqp': 29.802513464991023, 'valqs': 23.529411764705884}, {'pm': '47b', 'year': 1952, 'colorword': 'Cream White', 'glossword': 'Luster', 'textureword': 'Smooth', 'weightword': 'Double Weight', 'val': 2.2014086246490483, 'valqp': 4.548174745661281, 'valqs': 3.5947712418300655}, {'pm': '1697ii', 'year': 1958, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Smooth', 'weightword': 'Double Weight', 'val': 17.110830307006836, 'valqp': 67.26511071214841, 'valqs': 68.30065359477125}]","[{'pm': '1697ii', 'year': 1958, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Smooth', 'weightword': 'Double Weight', 'val': -2.0302097312305123, 'valqp': 46.643460964694185, 'valqs': 61.53846153846154}, {'pm': '227', 'year': 1961, 'colorword': 'White', 'glossword': 'Semi-Matt', 'textureword': '', 'weightword': 'Double Weight', 'val': -2.2022869826768323, 'valqp': 43.01342615614122, 'valqs': 58.15384615384615}]",0.26016666666666666,9.02,8.752829949061075,-2.1162483569536725,64.5956607495069,67.87878787878788,33.871932974266905,44.8284435604177,66.12806702573309,60.857739803611395
kodak athena G,"[{'words': 'Top tonal quality and rich warm tones give this paper a niche of its own. Professionals prize it for fine portrait work and other prints of top calibre. Amateurs who make reasonably large negatives should test its potentialities. For extra warmth, after-tone Athena in Kodak Selenium Toner. Cream white stock tint, fine-grained texture, lustre sheen.', 'citation': 'Popular Photography, June 1951, page 99', 'imgurl': 'scans/image00099.jpg'}]",kodak,athena G,4,4,0,1,Kodak G,G,Kodak,Athena,pmeasured,"['2372f', '1024b', '250', '190', '355']",1,"[{'pm': '250', 'year': 1954, 'colorword': 'Cream White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 0.3574444444444444, 'valqp': 96.00591715976331, 'valqs': 90.0804289544236}, {'pm': '190', 'year': 1960, 'colorword': 'Cream White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 0.3722916666666667, 'valqp': 98.91518737672584, 'valqs': 97.58713136729223}, {'pm': '355', 'year': 1965, 'colorword': 'Cream White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 0.3685833333333333, 'valqp': 98.57001972386588, 'valqs': 96.51474530831099}]","[{'pm': '250', 'year': 1954, 'colorword': 'Cream White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 9.12, 'valqp': 68.18181818181819, 'valqs': 80.95238095238095}, {'pm': '355', 'year': 1965, 'colorword': 'Cream White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 9.32, 'valqp': 70.0, 'valqs': 85.71428571428571}]","[{'pm': '1024b', 'year': 1950, 'colorword': 'Cream White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 6.712047576904298, 'valqp': 28.545780969479353, 'valqs': 21.895424836601308}, {'pm': '250', 'year': 1954, 'colorword': 'Cream White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 6.379999999999999, 'valqp': 26.271693596648714, 'valqs': 19.281045751633986}, {'pm': '190', 'year': 1960, 'colorword': 'Cream White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 7.6, 'valqp': 33.273488928785156, 'valqs': 26.797385620915033}, {'pm': '355', 'year': 1965, 'colorword': 'Cream White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 7.85, 'valqp': 34.829443447037704, 'valqs': 28.431372549019606}]","[{'pm': '250', 'year': 1954, 'colorword': 'Cream White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': -0.9279368477572448, 'valqp': 64.89308801591248, 'valqs': 80.92307692307692}, {'pm': '190', 'year': 1960, 'colorword': 'Cream White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': -1.3914528819642735, 'valqp': 59.1745400298359, 'valqs': 75.38461538461539}]",0.36610648148148145,9.219999999999999,7.135511894226074,-1.1596948648607592,97.83037475345168,69.0909090909091,30.730101735487732,62.033814022874196,69.26989826451226,74.5562490329368
kodak athena Y,"[{'words': 'Top tonal quality and rich warm tones give this paper a niche of its own. Professionals prize it for fine portrait work and other prints of top calibre. Amateurs who make reasonably large negatives should test its potentialities. For extra warmth, after-tone Athena in Kodak Selenium Toner. Cream white stock tint, silk texture, lustre sheen.', 'citation': 'Popular Photography, June 1951, page 99', 'imgurl': 'scans/image00099.jpg'}]",kodak,athena Y,5,0,1,1,Kodak Y,Y,Kodak,Athena,pmeasured,"['2372g', '1024c', '47I', '294s', '902r', '3202r', '1697jj', '5205oo']",1,,,"[{'pm': '1024c', 'year': 1950, 'colorword': 'Cream White or White', 'glossword': 'High Luster', 'textureword': 'Silk', 'weightword': 'Double Weight', 'val': 10.699971199035645, 'valqp': 50.20945541591861, 'valqs': 46.73202614379085}, {'pm': '1697jj', 'year': 1958, 'colorword': 'Cream White or White', 'glossword': 'High Luster', 'textureword': 'Silk', 'weightword': 'Double Weight', 'val': 12.578753471374512, 'valqp': 57.51047277079593, 'valqs': 55.55555555555556}]","[{'pm': '1697jj', 'year': 1958, 'colorword': 'Cream White or White', 'glossword': 'High Luster', 'textureword': 'Silk', 'weightword': 'Double Weight', 'val': 0.8516713955929968, 'valqp': 80.50721034311287, 'valqs': 92.3076923076923}]",,,11.639362335205078,0.8516713955929968,,,53.85996409335727,80.50721034311287,46.14003590664273,63.3236231248778
kodak azo E,"[{'words': 'Want professional quality in prints for record purposes, album, and reproduction? Pick Kodak Azo. Image tone just a bit warmer than Velox. Six contrast grades accommodate every negative. This paper is often chosen for exhibition prints from paper negatives—it has “quality plus.” White stock tint, fine-grained texture, lustre sheen.', 'citation': 'Popular Photography, June 1951, page 99', 'imgurl': 'scans/image00099.jpg'}]",kodak,azo E,6,1,1,1,Kodak E,E,Kodak,Azo,pmeasured,"['233', '2372i', '1529', '15', '1475', '1556', '2039', '2475', '2478', '207', '1024f', '130', '47d', '294d', '902e', '2566', '3202d', '1697kk']",1,"[{'pm': '233', 'year': 1945, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 0.35960000000000003, 'valqp': 96.49901380670612, 'valqs': 91.42091152815013}, {'pm': '1529', 'year': 1946, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 0.3202, 'valqp': 85.10848126232742, 'valqs': 71.0455764075067}, {'pm': '15', 'year': 1947, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 0.3522, 'valqp': 93.78698224852072, 'valqs': 86.59517426273459}, {'pm': '1475', 'year': 1947, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Single Weight', 'val': 0.1712, 'valqp': 26.109467455621303, 'valqs': 25.067024128686327}, {'pm': '1556', 'year': 1947, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 0.3334, 'valqp': 88.2396449704142, 'valqs': 76.00536193029491}, {'pm': '2039', 'year': 1947, 'colorword': 'White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 0.3236, 'valqp': 85.8974358974359, 'valqs': 71.58176943699732}, {'pm': '2475', 'year': 1947, 'colorword': 'White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 0.3428, 'valqp': 91.02564102564102, 'valqs': 80.9651474530831}, {'pm': '2478', 'year': 1947, 'colorword': 'White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 0.3242, 'valqp': 86.09467455621302, 'valqs': 72.11796246648794}, {'pm': '207', 'year': 1948, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Single Weight', 'val': 0.1594, 'valqp': 8.407297830374754, 'valqs': 2.546916890080429}, {'pm': '130', 'year': 1951, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 0.3593888888888889, 'valqp': 96.35108481262327, 'valqs': 91.15281501340482}, {'pm': '2566', 'year': 1952, 'colorword': 'White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 0.3510888888888889, 'valqp': 93.49112426035504, 'valqs': 85.79088471849866}]","[{'pm': '1529', 'year': 1946, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 6.14, 'valqp': 50.90909090909091, 'valqs': 69.84126984126983}, {'pm': '15', 'year': 1947, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 5.65, 'valqp': 47.57575757575758, 'valqs': 63.492063492063494}]","[{'pm': '233', 'year': 1945, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 8.95, 'valqp': 41.35248354278875, 'valqs': 36.928104575163395}, {'pm': '1529', 'year': 1946, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 9.999999999999998, 'valqp': 46.1998803111909, 'valqs': 42.15686274509804}, {'pm': '15', 'year': 1947, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 9.850000000000003, 'valqp': 45.78096947935368, 'valqs': 41.50326797385621}, {'pm': '207', 'year': 1948, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Single Weight', 'val': 9.425, 'valqp': 43.806104129263915, 'valqs': 38.56209150326797}, {'pm': '1024f', 'year': 1950, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Single Weight', 'val': 8.279361724853517, 'valqp': 37.941352483542786, 'valqs': 31.372549019607842}, {'pm': '1697kk', 'year': 1958, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': '', 'val': 13.438628196716307, 'valqp': 60.203470975463794, 'valqs': 60.45751633986928}]","[{'pm': '233', 'year': 1945, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': -2.594727144970542, 'valqp': 32.123321730482346, 'valqs': 41.53846153846154}, {'pm': '1529', 'year': 1946, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': -2.746734587587231, 'valqp': 27.250124316260568, 'valqs': 33.23076923076923}, {'pm': '15', 'year': 1947, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': -1.0381657237199813, 'valqp': 63.74937841869716, 'valqs': 80.3076923076923}, {'pm': '1475', 'year': 1947, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Single Weight', 'val': -1.7398594640021756, 'valqp': 53.85380407757334, 'valqs': 68.0}, {'pm': '1556', 'year': 1947, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': -1.8146799752343408, 'valqp': 51.616111387369465, 'valqs': 66.76923076923077}, {'pm': '2039', 'year': 1947, 'colorword': 'White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': -2.0282930281237515, 'valqp': 46.79264047737444, 'valqs': 62.15384615384615}, {'pm': '2475', 'year': 1947, 'colorword': 'White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': 0.2216834863498061, 'valqp': 76.33018398806564, 'valqs': 89.53846153846153}, {'pm': '2478', 'year': 1947, 'colorword': 'White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': -1.3776389316342803, 'valqp': 59.27399303828941, 'valqs': 75.6923076923077}, {'pm': '207', 'year': 1948, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Single Weight', 'val': -3.616586248156948, 'valqp': 6.812531079065142, 'valqs': 7.384615384615385}, {'pm': '130', 'year': 1951, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': -3.2303358784618323, 'valqp': 14.669318746892094, 'valqs': 15.692307692307692}, {'pm': '2566', 'year': 1952, 'colorword': 'White', 'glossword': 'Lustre', 'textureword': 'Fine Grained', 'weightword': 'Double Weight', 'val': -2.640597618244499, 'valqp': 30.58180009945301, 'valqs': 39.69230769230769}, {'pm': '1697kk', 'year': 1958, 'colorword': 'White', 'glossword': 'Luster', 'textureword': 'Fine Grained', 'weightword': '', 'val': -2.9542764363097715, 'valqp': 22.07856787667827, 'valqs': 26.153846153846153}]",0.30882525252525245,5.895,9.990498320261636,-2.130017629174629,77.36462255693026,49.24242424242424,45.88071015360064,40.42764793635008,54.11928984639936,55.28849614552598
kodak azo F,"[{'words': 'Want professional quality in prints for record purposes, album, and reproduction? Pick Kodak Azo. Image tone just a bit warmer than Velox. Six contrast grades accommodate every negative. This paper is often chosen for exhibition prints from paper negatives—it has “quality plus.” White stock tint, smooth texture, glossy sheen.', 'citation': 'Popular Photography, June 1951, page 99', 'imgurl': 'scans/image00099.jpg'}]",kodak,azo F,7,2,1,1,Kodak F,F,Kodak,Azo,pmeasured,"['2372j', '3054', '967', '3053', '2014', '2477', '136', '137', '345', '400', '5230', '856', '938', '1024g', '65', '124', '1697ll', '48', '192', '5205rr', '139', '3102']",1,"[{'pm': '3054', 'year': 1945, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 0.1768, 'valqp': 35.700197238658774, 'valqs': 45.30831099195711}, {'pm': '967', 'year': 1946, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 0.1788, 'valqp': 38.3629191321499, 'valqs': 52.27882037533512}, {'pm': '3053', 'year': 1946, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 0.17140000000000002, 'valqp': 26.55325443786982, 'valqs': 26.005361930294907}, {'pm': '2014', 'year': 1947, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 0.16599999999999998, 'valqp': 16.839250493096646, 'valqs': 13.002680965147453}, {'pm': '2477', 'year': 1947, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Double Weight', 'val': 0.3264, 'valqp': 86.53846153846153, 'valqs': 73.45844504021447}, {'pm': '136', 'year': 1948, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 0.17720000000000002, 'valqp': 36.46449704142012, 'valqs': 47.45308310991957}, {'pm': '137', 'year': 1948, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': '', 'val': 0.1782, 'valqp': 37.47534516765286, 'valqs': 50.402144772117964}, {'pm': '345', 'year': 1948, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 0.1754, 'valqp': 33.67850098619329, 'valqs': 41.420911528150135}, {'pm': '400', 'year': 1948, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 0.16499999999999998, 'valqp': 15.606508875739644, 'valqs': 10.99195710455764}, {'pm': '938', 'year': 1949, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 0.177, 'valqp': 35.92209072978304, 'valqs': 46.24664879356568}, {'pm': '65', 'year': 1956, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': '', 'val': 0.17566666666666667, 'valqp': 34.22090729783037, 'valqs': 42.35924932975871}, {'pm': '124', 'year': 1958, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 0.17845833333333333, 'valqp': 38.01775147928994, 'valqs': 51.206434316353885}, {'pm': '48', 'year': 1959, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 0.16244444444444445, 'valqp': 11.93293885601578, 'valqs': 6.970509383378016}, {'pm': '192', 'year': 1960, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Double Weight', 'val': 0.33195833333333336, 'valqp': 87.91913214990139, 'valqs': 75.60321715817695}, {'pm': '139', 'year': 1961, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 0.1691666666666667, 'valqp': 22.238658777120314, 'valqs': 21.447721179624665}]","[{'pm': '137', 'year': 1948, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': '', 'val': 0.58, 'valqp': 5.454545454545454, 'valqs': 19.047619047619047}, {'pm': '124', 'year': 1958, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 2.29, 'valqp': 18.78787878787879, 'valqs': 38.095238095238095}, {'pm': '192', 'year': 1960, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Double Weight', 'val': 4.36, 'valqp': 36.666666666666664, 'valqs': 53.96825396825397}, {'pm': '139', 'year': 1961, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 3.2, 'valqp': 26.363636363636363, 'valqs': 44.44444444444444}]","[{'pm': '967', 'year': 1946, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 51.46499999999999, 'valqp': 83.12387791741472, 'valqs': 84.9673202614379}, {'pm': '2014', 'year': 1947, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 56.705, 'valqp': 85.3381208856972, 'valqs': 88.23529411764706}, {'pm': '136', 'year': 1948, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 30.85, 'valqp': 75.58348294434471, 'valqs': 78.43137254901961}, {'pm': '137', 'year': 1948, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': '', 'val': 24.395000000000003, 'valqp': 73.07001795332137, 'valqs': 75.16339869281046}, {'pm': '400', 'year': 1948, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 4.805, 'valqp': 16.576900059844405, 'valqs': 11.437908496732026}, {'pm': '938', 'year': 1949, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 27.68000000000001, 'valqp': 74.38659485338121, 'valqs': 77.12418300653594}, {'pm': '1024g', 'year': 1950, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 80.06536102294922, 'valqp': 90.30520646319569, 'valqs': 92.48366013071896}, {'pm': '65', 'year': 1956, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': '', 'val': 53.05499999999999, 'valqp': 84.02154398563734, 'valqs': 86.60130718954248}, {'pm': '124', 'year': 1958, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 50.38999999999999, 'valqp': 82.58527827648115, 'valqs': 84.31372549019608}, {'pm': '1697ll', 'year': 1958, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': '', 'val': 88.03327178955078, 'valqp': 92.93836026331537, 'valqs': 95.42483660130719}, {'pm': '48', 'year': 1959, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 53.295, 'valqp': 84.20107719928187, 'valqs': 86.9281045751634}, {'pm': '139', 'year': 1961, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': 58.32499999999999, 'valqp': 86.05625374027528, 'valqs': 89.2156862745098}]","[{'pm': '3054', 'year': 1945, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': -2.573111910565396, 'valqp': 32.96867230233715, 'valqs': 42.76923076923077}, {'pm': '3053', 'year': 1946, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': -2.7426736748913063, 'valqp': 27.399303828940827, 'valqs': 33.53846153846154}, {'pm': '2014', 'year': 1947, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': -2.2546631331584863, 'valqp': 41.47190452511188, 'valqs': 56.0}, {'pm': '2477', 'year': 1947, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Double Weight', 'val': -2.6869184015731986, 'valqp': 28.791645947289904, 'valqs': 36.30769230769231}, {'pm': '136', 'year': 1948, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': -3.788008874714399, 'valqp': 3.0830432620586774, 'valqs': 2.4615384615384617}, {'pm': '137', 'year': 1948, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': '', 'val': -3.813402239973797, 'valqp': 2.536051715564396, 'valqs': 1.2307692307692308}, {'pm': '124', 'year': 1958, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': -2.4542388048023684, 'valqp': 36.84733963202387, 'valqs': 49.84615384615385}, {'pm': '1697ll', 'year': 1958, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': '', 'val': -3.1220724013978742, 'valqp': 17.603182496270513, 'valqs': 19.384615384615383}, {'pm': '192', 'year': 1960, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Double Weight', 'val': -2.5582826531474723, 'valqp': 33.71456986573844, 'valqs': 44.61538461538461}, {'pm': '139', 'year': 1961, 'colorword': 'White', 'glossword': 'Glossy', 'textureword': 'Smooth', 'weightword': 'Single Weight', 'val': -2.2910987111830954, 'valqp': 40.8254599701641, 'valqs': 55.38461538461539}]",0.193992962962963,2.6075,48.25530273437499,-2.8284470805407396,37.1646942800789,21.818181818181817,77.34889287851585,26.524117354549976,22.651107121484145,27.03952514357371
